"Num","V_cmax","V_cmax_se","J_max","J","J_se","V_TPU","V_TPU_se","R_d","R_d_se","cost","citransition1","citransition2","V_cmax_pts","J_max_pts","V_TPU_pts","alpha","alpha_g","gamma_star25","Ea_gamma_star","K_M25","Ea_K_M","g_mc25","Ea_g_mc","Oconc","theta_J","ID","method","Data_point","meanTleaf","meanTleafK","Best_Vcmax_25C","Best_Jmax_25C"
0,42.6863887014594,1.12520111796281,60.2878369193937,59.0455221159529,0.19351182662783,1000,NA,-0.691540123696753,0.147219441758896,0.425741150153075,490.81470255,1589.964033,4,6,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6708L2","Traditional","Traditional",31.986107762,305.136107762,24.5219561093768,48.0776304447331
0,105.724329791105,3.21348540520482,121.606608029644,116.055420495617,1.32505151516833,1000,NA,-0.0373218264544995,0.400219693417814,10.3070855498498,420.0388084,693.2097276,5,5,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L2-2","Traditional","Traditional",31.823792172,304.973792172,61.2290743742618,97.1641674113396
0,90.4215390991218,8.77953922211591,123.021201273733,117.327719987205,0.389035574928339,1000,NA,-1.42369485334442,0.682263259457858,2.95403721910531,326.94165,859.1567,6,5,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L3","Traditional","Traditional",31.9538990909091,305.103899090909,52.0265146466791,98.1411576331784
0,103.239781467334,3.14403028071032,124.138343120174,118.330989634716,0.969987095193365,1000,NA,-0.0996782963572494,0.383753172101512,7.04934850558036,507.5093796,1098.519434,6,5,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L6","Traditional","Traditional",31.7105586418182,304.860558641818,60.1398965989103,99.3336233317453
0,108.574345592336,3.45806417780452,132.325530607615,125.64316490964,1.56724977688235,1000,NA,0.143523552604943,0.535914585432645,5.42756584178901,571.72325,929.6846,10,2,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L8","Traditional","Traditional",31.6521391666667,304.802139166667,63.4416845015632,105.97009543653
0,44.2154635292894,0.424730061462811,55.429123766216,54.386663768621,0.122957065178803,1000,NA,-0.290789643323715,0.0477359812693534,0.157307505461316,441.6501191,1459.431702,4,6,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6713L1","Traditional","Traditional",31.81381673,304.96381673,25.6199023604195,44.2936595070808
0,32.1533318965586,1.06453723461029,48.0108630655531,47.2374451740849,0.115161606408814,1000,NA,-0.0764999308188504,0.184965861901354,0.198022041277139,660.85047875,1474.60782,5,5,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6713L2","Traditional","Traditional",31.692735602,304.842735602,18.7476190989222,38.4268783709545
0,57.35552556975,0.583616182759324,65.3888261635179,63.9160689326069,0.192892277278219,1000,NA,-0.171677717257582,0.0492347555755273,0.5303777247376,362.3755479,1571.765649,3,7,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6713L3","Traditional","Traditional",31.58442544,304.73442544,33.6347130315606,52.415974411389
0,37.4163958148077,0.0537533536561692,34.8649213783976,34.4650080266332,0.206852178435283,1000,NA,-0.371172567954813,0.00466877979301977,0.622892190523572,381.33205,1799.347,3,7,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6714L1","Traditional","Traditional",31.762631,304.912631,21.7372579261413,27.8790635271258
0,33.1439583830431,3.52342158198224,37.5018832731291,37.0373633610899,0.203933588230166,1000,NA,-0.1238512854015,0.539234616210352,1.01387643675771,592.6135,1813.309,4,6,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6714L2","Traditional","Traditional",31.333192,304.483192,19.7069286740396,30.1797551798962
0,37.4419663854022,0.459031494773289,57.4392600623259,56.3164148588564,0.157182902465068,1000,NA,-0.0794174555302422,0.0703175217048608,0.198327921190638,599.101,1536.552,6,5,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6715L1","Traditional","Traditional",31.6511390909091,304.801139090909,21.8790813320607,45.999658421061
0,47.9689650082306,0.504976494126556,68.4740720182573,66.8514895204147,0.143271901622944,1000,NA,-0.115394748675708,0.0658383128990734,0.217080851388412,483.2427253,1390.918447,4,6,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6715L2","Traditional","Traditional",31.485652184,304.635652184,28.2810837895555,54.9704226039657
0,62.2379071587393,0.572246700825669,77.3643191069551,75.2648778695695,0.142840079405515,1000,NA,-0.00687752624587912,0.0719470033008983,0.188362933832766,404.99005,1019.768,4,6,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6716L1","Traditional","Traditional",31.524183,304.674183,36.616659898951,62.0709998477143
0,57.7671726045976,1.09887139316262,75.7292373079077,73.7225873037104,0.273196570981324,1000,NA,0.0236080745973872,0.121707054391133,1.04061720602793,378.72965,1290.796,4,7,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6716L2","Traditional","Traditional",31.49586,304.64586,34.0388208761401,60.785286026032
0,71.8424846024294,0.338159786200475,86.2739177865418,83.6273424583383,0.341516152286032,1000,NA,-0.155546373218034,0.0290028495554753,1.09713638072563,359.0248645,1271.990167,3,6,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6717L1","Traditional","Traditional",31.2802592588889,304.430259258889,42.844905801293,69.4910582677917
0,72.8753511816423,1.83242488527962,89.4157726201039,86.5592346646088,0.227944761896323,1000,NA,-0.204522384222794,0.242740983152548,0.601201466770243,433.9006457,1157.913528,4,6,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6717L2","Traditional","Traditional",31.385581667,304.535581667,43.2034536201109,71.8957929854617
0,30.6705523498889,0.960443662265743,51.0374802458648,50.1594849168449,0.187548092285072,1000,NA,-0.541282487363174,0.172478301341084,0.346145112471563,698.95045,1604.155,5,5,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6718L1","Traditional","Traditional",31.916703,305.066703,17.6796893499599,40.733118844656
0,18.7905300869914,0.276427732820016,30.0329780273825,29.7383600131602,0.143509680290627,1000,NA,-0.535758026122056,0.0549935118047567,0.164575612773694,770.35325,1792.886,5,5,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6718L2","Traditional","Traditional",31.697445,304.847445,10.9534801141458,24.0362141643528
